# BUSCO version is: 5.4.3 
# The lineage dataset is: fabales_odb10 (Creation date: 2020-08-05, number of genomes: 10, number of BUSCOs: 5366)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
252at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	40309034	40317385	+	2646.5	1358
260at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	49771647	49781010	-	2195.9	1199
260at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	5442030	5451614	-	2088.6	1269
260at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	4654848	4663910	+	2235.3	1202
276at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	4410462	4417913	+	2640.9	1356
276at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	25400376	25407573	+	2510.5	1331
279at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	37214475	37221518	-	2694.7	1548
279at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	787312	794532	+	2731.8	1497
280at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	32541416	32549976	-	2878.9	1476
280at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	35556020	35564970	-	2754.2	1414
285at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	39212896	39221565	+	2636.4	1298
285at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	2917267	2925917	+	2639.5	1309
286at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	52158796	52169475	+	2944.9	1863
286at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	2440352	2450178	-	2970.0	1834
288at72025	Complete	glyma.Hwangkeum.gnm1.Chr10	41052502	41059068	+	2553.8	1265
296at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	37610395	37619633	-	2375.0	1250
296at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	1480000	1489458	-	2299.5	1240
297at72025	Complete	glyma.Hwangkeum.gnm1.Chr20	40817910	40825491	-	2619.5	1504
300at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	43952925	43963611	+	2507.5	1201
300at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	2732494	2743424	-	2492.2	1201
303at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	54439211	54450943	-	2562.5	1423
306at72025	Complete	glyma.Hwangkeum.gnm1.Chr03	3657210	3668340	+	2368.5	1275
310at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	42322548	42338987	+	2917.4	1736
310at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	39742167	39756199	-	3072.4	1784
314at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	44108312	44129490	+	2541.9	1202
314at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	46841458	46863387	+	2260.8	1107
329at72025	Complete	glyma.Hwangkeum.gnm1.Chr11	935029	940738	+	2667.8	1307
337at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	40634146	40647859	+	2341.0	1156
337at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	43255126	43270642	+	2315.9	1205
345at72025	Complete	glyma.Hwangkeum.gnm1.Chr16	545933	552220	-	2324.4	1136
352at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	41196910	41207148	+	2284.8	1328
352at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	1106596	1116749	-	2168.4	1323
354at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	51665297	51677621	+	2426.1	1089
354at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	2939518	2951027	-	2393.1	1098
358at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	33530535	33536932	+	2463.0	1215
358at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	7670020	7676858	-	2484.8	1218
363at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	2025320	2033551	+	2389.0	1323
363at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	5980029	5988129	-	2525.7	1348
367at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	6289688	6304864	+	2325.9	1139
370at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	36231286	36243250	-	2270.1	1103
370at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	39004954	39016747	+	2212.8	1091
371at72025	Complete	glyma.Hwangkeum.gnm1.Chr02	17064007	17075086	+	2483.6	1217
372at72025	Complete	glyma.Hwangkeum.gnm1.Chr07	9971088	9994916	-	2300.5	1236
375at72025	Complete	glyma.Hwangkeum.gnm1.Chr08	5343278	5347072	+	2367.4	1125
377at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	38339198	38376806	+	2468.2	1270
377at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	45345777	45389800	+	2438.2	1259
389at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	3715835	3725675	-	1961.2	1003
389at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	12381820	12389315	+	1956.4	1017
390at72025	Complete	glyma.Hwangkeum.gnm1.Chr16	948035	955845	-	2556.4	1265
397at72025	Complete	glyma.Hwangkeum.gnm1.Chr17	93531	154525	+	2300.9	1213
413at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	27880717	27896565	+	2000.8	1019
413at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	23070919	23085458	-	1905.2	1005
417at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	41165469	41174522	+	2448.4	1180
417at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	1132697	1141417	-	2280.2	1139
420at72025	Complete	glyma.Hwangkeum.gnm1.Chr19	44455998	44466526	+	2122.3	1125
422at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	47908169	47914902	+	2127.0	1099
422at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	638222	647513	-	2159.5	1099
428at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	7144662	7160172	-	1958.7	1057
428at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	1472885	1488996	-	2197.7	1057
435at72025	Complete	glyma.Hwangkeum.gnm1.Chr09	38294310	38300251	-	2371.1	1200
442at72025	Complete	glyma.Hwangkeum.gnm1.Chr10	49179715	49185008	+	2272.4	1139
444at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	54077991	54090681	+	2209.8	1046
444at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	662163	675103	-	2217.6	1038
448at72025	Complete	glyma.Hwangkeum.gnm1.Chr17	7644625	7654946	+	2088.2	1092
450at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	13149762	13181512	+	2182.0	1060
450at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	34482858	34491660	-	2220.9	1057
454at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr07	42145408	42157423	+	2383.0	1123
454at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	228478	238992	-	2399.5	1136
455at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	34902756	34906618	+	2517.5	1118
455at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr15	6388242	6392107	-	2521.8	1118
456at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	7261628	7270446	-	2335.6	1406
456at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	1582287	1591145	-	2255.0	1485
460at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	40963392	40972390	+	2520.3	1466
460at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	43573254	43582218	+	2489.6	1472
467at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	45352500	45358280	+	2277.7	1033
467at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	36866528	36871739	-	2137.1	1036
467at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	47192878	47198497	+	2260.4	1032
469at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	9036687	9056569	-	2310.9	1308
469at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	11725291	11736202	-	2561.6	1373
470at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	20047838	20055207	-	2213.9	1122
470at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr11	18775334	18781831	+	2257.2	1125
474at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	31840494	31849603	+	1993.1	976
476at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	5168786	5176454	+	2213.2	1270
476at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	31061446	31068990	-	2432.0	1389
477at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	46817493	46828259	+	1976.0	1143
477at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	8752246	8762539	-	1940.4	1114
483at72025	Complete	glyma.Hwangkeum.gnm1.Chr02	16872282	16879093	-	2210.1	1073
489at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	39916077	39936032	-	2255.8	1205
489at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	7533593	7549126	-	2153.1	1200
504at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	41588611	41602353	+	2241.3	1071
504at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	44242111	44255749	+	2051.2	1092
523at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	39791774	39801235	+	2033.4	1064
523at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	43803782	43813818	+	2168.4	1064
528at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	34452261	34467347	-	1741.6	813
528at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	10022200	10032698	-	1803.1	828
532at72025	Complete	glyma.Hwangkeum.gnm1.Chr01	17598076	17609417	+	2241.1	1388
546at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	23110874	23126492	+	2471.8	1465
546at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	3421854	3436880	-	2570.3	1474
547at72025	Complete	glyma.Hwangkeum.gnm1.Chr11	11487775	11510017	+	1868.8	966
548at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	31347735	31367188	+	1906.2	997
548at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr17	22359294	22388151	-	2011.2	1011
555at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr01	808578	818571	+	2248.6	1090
555at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	7810148	7819478	-	2259.0	1090
561at72025	Complete	glyma.Hwangkeum.gnm1.Chr16	7020107	7028195	+	1522.8	885
562at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr04	7741419	7767244	-	2122.4	1171
562at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr06	7169962	7194377	-	2010.8	1173
564at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	42087655	42099383	+	2363.5	1113
564at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	44785278	44797750	+	2359.4	1120
576at72025	Complete	glyma.Hwangkeum.gnm1.Chr12	3774181	3794025	-	1952.8	1014
579at72025	Complete	glyma.Hwangkeum.gnm1.Chr18	47761693	47771522	+	2167.5	1126
580at72025	Complete	glyma.Hwangkeum.gnm1.Chr17	1955512	1966522	-	2006.0	949
586at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	43922902	43935328	-	2008.7	975
586at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr18	49898481	49910862	+	1885.0	944
593at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	34841808	34854922	-	2015.2	993
593at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	40145073	40158606	+	2045.7	993
597at72025	Complete	glyma.Hwangkeum.gnm1.Chr01	54872239	54885953	+	1844.0	955
606at72025	Complete	glyma.Hwangkeum.gnm1.Chr02	47955512	47965209	+	1958.1	1046
607at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr12	29926441	29938817	+	1971.8	950
607at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	13115	22997	+	2072.3	982
608at72025	Complete	glyma.Hwangkeum.gnm1.Chr13	28156799	28169412	+	2125.8	1070
620at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr03	39209844	39218870	-	1975.0	997
620at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	41839357	41849538	-	2003.3	1017
622at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	42534379	42543354	-	2133.9	1308
622at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	41145120	41154040	+	2150.8	1318
629at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	45476985	45494662	+	1978.6	1060
629at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	3503443	3521660	-	1912.3	1059
635at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr09	38968270	38974396	+	1990.8	1049
635at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr16	24610192	24617954	-	2059.2	1046
646at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr10	35961972	35966627	+	2064.2	1025
646at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	44842124	44846673	+	1896.5	1015
646at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr20	32367224	32371804	+	2095.5	1018
654at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr13	16552183	16563499	-	2121.0	1107
654at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr19	2551035	2562228	+	2068.5	1076
659at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	38238132	38254141	+	2085.3	1039
659at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	2122623	2145333	+	2103.5	1034
662at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr05	39000177	39007160	+	1927.3	1123
662at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr08	2953230	2960212	+	2014.2	1107
666at72025	Complete	glyma.Hwangkeum.gnm1.Chr03	38593530	38610247	-	2120.4	1309
667at72025	Complete	glyma.Hwangkeum.gnm1.Chr07	3500309	3516134	+	1953.4	962
668at72025	Complete	glyma.Hwangkeum.gnm1.Chr11	37716549	37722215	+	2297.0	1168
672at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr02	48175648	48182572	-	1747.6	895
672at72025	Duplicated	glyma.Hwangkeum.gnm1.Chr14	327754	334838	+	1875.2	942
